tag1,tag2,tag3
las, DA O, O
escuelas, NC O, O
fue, VSI O, O
de, SP O, O
39, Z O, O
millones, NC O, O
de, SP O, O
pesetas, NC O, O
0, Fp , O
,,
Por, SP O, O
ultimo, AO O, O
-, Fc , O
agradecio, VMI O, O
el, DA O, O
apoyo, NC O, O
y, CC , O
la, DA O, O
colaboracion, NC O, O
prestada, VMP O, O
por, SP O, O
Cruz, NC B-O, B-ORG
Roja, AQ I-O, I-ORG
-, Fc , O
Proteccion, NC B-ORG, B-ORG
Civil, AQ I-OR, I-ORG
-, Fc , O
los, DA O, O
colaboradores, NC O, O
de, SP O, O
la, DA O, O
Fundacion, NC B-ORG, B-ORG
Municipal, AQ I-ORG, I-ORG
de, SP I, I-ORG
Deportes, NC I-ORG, I-ORG
y, CC , O
el, DA O, O
Club, NC B-O, B-ORG
Colombofilo, NC I-ORG, I-ORG
Pacense, AQ I-ORG, I-ORG
0, Fp , O
,,
Madrid, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
British, VMI B-ORG, B-ORG
Petroleum, AQ I-ORG, I-ORG
(, Fpa , O
BP, NP B, B-ORG
), Fpt , O
subio, VMI O, O
la, DA O, O
pasada, AQ O, O
madrugada, NC O, O
un, DI O, O
peseta, NC O, O
el, DA O, O
precio, NC O, O
del, SP O, O
litro, NC O, O
de, SP O, O
super, NC O, O
tradicional, AQ O, O
y, CC , O
la, DA O, O
sin, SP O, O
plomo, NC O, O
de, SP O, O
95, Z O, O
octanos, NC O, O
y, CC , O
tres, DN O, O
pesetas, NC O, O
el, DA O, O
de, SP O, O
la, DA O, O
de, SP O, O
98, Z O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
el, DA O, O
gasoleo, NC O, O
de, SP O, O
automocion, NC O, O
se, P0 O, O
mantiene, VMI O, O
sin, SP O, O
cambios, NC O, O
-, Fc , O
informaron, VMI O, O
hoy, RG O, O
a, SP , O
EFE, NC B-, B-ORG
fuentes, NC O, O
de, SP O, O
la, DA O, O
compa�ia, NC O, O
0, Fp , O
,,
Con, SP O, O
esta, DD O, O
medida, NC O, O
-, Fc , O
la, DA O, O
tercera, NC O, O
petrolera, AQ O, O
que, PR O, O
opera, VMI O, O
en, SP O, O
Espa�a, NC B-LOC, B-LOC
situa, VMI O, O
el, DA O, O
precio, NC O, O
maximo, AQ O, O
de, SP O, O
su, DP O, O
gasolina, NC O, O
sin, SP O, O
plomo, NC O, O
de, SP O, O
95, Z O, O
octanos, NC O, O
en, SP O, O
las, DA O, O
138-9, Z O, O
pesetas, NC O, O
-, Fc , O
el, DA O, O
de, SP O, O
la, DA O, O
de, SP O, O
98, Z O, O
octanos, NC O, O
en, SP O, O
las, DA O, O
152-9, Z O, O
pesetas, NC O, O
y, CC , O
el, DA O, O
de, SP O, O
la, DA O, O
super, NC O, O
tradicional, AQ O, O
en, SP O, O
las, DA O, O
148-9, Z O, O
pesetas, NC O, O
0, Fp , O
,,
El, DA O, O
gasoleo, NC O, O
de, SP O, O
uso, NC O, O
automovilistico, AQ O, O
de, SP O, O
BP, NC B, B-ORG
continua, VMI O, O
con, SP O, O
el, DA O, O
mismo, DI O, O
maximo, AQ O, O
fijado, VMP O, O
el, DA O, O
pasado, NC O, O
18, Z O, O
de, SP O, O
mayo, NC O, O
en, SP O, O
113-9, Z O, O
pesetas, AQ O, O
litro, NC O, O
0, Fp , O
,,
Segun, SP O, O
la, DA O, O
misma, DI O, O
fuente, NC O, O
-, Fc , O
BP, NC B, B-ORG
-, Fc , O
que, PR O, O
controla, VMI O, O
el, DA O, O
10, Z O, O
por, SP O, O
ciento, PN O, O
de, SP O, O
las, DA O, O
estaciones, NC O, O
de, SP O, O
servicio, NC O, O
abiertas, AQ O, O
en, SP O, O
Espa�a, NC B-LOC, B-LOC
-, Fc , O
no, RN O, O
descarto, VMI O, O
la, DA O, O
posibilidad, NC O, O
de, SP O, O
nuevas, AQ O, O
subidas, NC O, O
para, SP O, O
los, DA O, O
proximos, AQ O, O
dias, NC O, O
0, Fp , O
,,
Estos, DD O, O
precios, NC O, O
solo, RG O, O
son, VSI O, O
validos, AQ O, O
para, SP O, O
las, DA O, O
gasolineras, NC O, O
de, SP O, O
BP, NC B, B-ORG
y, CC , O
aquellas, DD O, O
abanderadas, VMP O, O
que, PR O, O
trabajan, VMI O, O
en, SP O, O
su, DP O, O
nombre, NC O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
en, SP O, O
las, DA O, O
estaciones, NC O, O
de, SP O, O
servicio, NC O, O
a, SP , O
las, DA O, O
que, PR O, O
solo, RG O, O
vende, VMI O, O
el, DA O, O
combustible, NC O, O
-, Fc , O
son, VSI O, O
sus, DP O, O
propietarios, NC O, O
los, DA O, O
que, PR O, O
marcan, VMI O, O
los, DA O, O
precios, NC O, O
-, Fc , O
a�adio, VMI O, O
la, DA O, O
fuente, NC O, O
0, Fp , O
,,
Err:510, Fz O, O
,,
IBARRA, VMI B-PER, B-PER
-, Fg , O
INFRAESTRUCTURAS, NC O, O
R., AQ B, B-PER
IBARRA, NC I-PER, I-PER
ACEPTARIA, AQ O, O
ENERGIA, AQ O, O
EOLICA, NC O, O
EN, SP O, O
HURDES, NC B-LOC, B-LOC
SI, CS O, O
CREA, VMS O, O
1.5, Z O, O
EMPLEOS, NC O, O
Aldehuela, NC B-LOC, B-LOC
(, Fpa , O
Caceres, NC B-LOC, B-LOC
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
Junta, NC B-OR, B-ORG
de, SP I, I-ORG
Extremadura, NC I-ORG, I-ORG
-, Fc , O
Juan, NC B-P, B-PER
Carlos, AQ I-PER, I-PER
Rodriguez, NC I-PER, I-PER
Ibarra, AQ I-PER, I-PER
-, Fc , O
planteo, VMI O, O
hoy, RG O, O
que, PR O, O
estaria, VMI O, O
dispuesto, AQ O, O
a, SP , O
aceptar, VMN O, O
la, DA O, O
implantacion, NC O, O
en, SP O, O
Las, DA B-, B-LOC
Hurdes, NC I-LOC, I-LOC
de, SP O, O
torretas, NC O, O
de, SP O, O
energia, NC O, O
eolica, AQ O, O
-, Fc , O
con, SP O, O
la, DA O, O
modificacion, NC O, O
del, SP O, O
paisaje, NC O, O
que, PR O, O
producirian, VMI O, O
-, Fc , O
siempre., VMI O, O
cuando, CS O, O
la, DA O, O
empresa, NC O, O
promotora, AQ O, O
diera, VMS O, O
trabajo, NC O, O
a, SP , O
1.5, Z O, O
jovenes, NC O, O
de, SP O, O
la, DA O, O
comarca, NC O, O
0, Fp , O
,,
(, Fpa , O
ME2051, Z O, O
), Fpt , O
INCENDIOS, NC O, O
FORESTALES, AQ O, O
MAS, CC O, O
DE, SP O, O
1.1, Z O, O
PERSONAS, NC O, O
TRABAJARAN, VMS O, O
ESTE, DD O, O
A�O, NC O, O
LUCHA, VMM O, O
CONTRA, SP O, O
INCENDIOS, NC O, O
Merida, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Un, DI O, O
total, AQ O, O
de, SP O, O
1.177, Z O, O
trabajadores, NC O, O
integran, VMI O, O
el, DA O, O
operativo, AQ O, O
que, PR O, O
se, P0 O, O
pondra, VMI O, O
en, SP O, O
marcha, NC O, O
este, DD O, O
a�o, NC O, O
dentro, RG O, O
del, SP O, O
Plan, NC B-M, B-MISC
Infoex, AQ I-MIS, I-MISC
de, SP O, O
lucha, NC O, O
contra, SP O, O
los, DA O, O
incendios, NC O, O
forestales, AQ O, O
en, SP O, O
Extremadura, NC B-LOC, B-LOC
-, Fc , O
informo, VMI O, O
hoy, RG O, O
el, DA O, O
director, NC O, O
general, AQ O, O
de, SP O, O
Medio, DN B-MI, B-MISC
Ambiente, NC I-MISC, I-MISC
-, Fc , O
Leopoldo, AQ B-PER, B-PER
Torrado, NC I-PER, I-PER
0, Fp , O
,,
(, Fpa , O
ME2019, Z O, O
), Fpt , O
0, Fp , O
,,
PP, NP B, B-ORG
ESTUDIA, VMI O, O
YA, RG O, O
PROYECTO, AQ O, O
LEY, NC B-, B-MISC
TV, NC I, I-MISC
REGIONAL, AQ I-MISC, I-MISC
REMITIDO, NC O, O
POR, SP O, O
LA, DA O, O
JUNTA, NC B-OR, B-ORG
Merida, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
PP, NC B, B-ORG
de, SP O, O
Extremadura, NC B-LOC, B-LOC
analiza, VMI O, O
ya, RG O, O
el, DA O, O
proyecto, NC O, O
de, SP O, O
ley, NC O, O
sobre, SP O, O
la, DA O, O
television, NC O, O
regional, AQ O, O
remitido, NC O, O
por, SP O, O
el, DA O, O
Gobierno, NC B-ORG, B-ORG
extreme�o, AQ O, O
para, SP O, O
estudiar, VMN O, O
la, DA O, O
presentacion, NC O, O
de, SP O, O
las, DA O, O
correspondientes, AQ O, O
enmiendas, NC O, O
una, DI O, O
vez, NC O, O
que, PR O, O
sea, VSS O, O
registrado, AQ O, O
en, SP O, O
la, DA O, O
Asamblea, NC B-ORG, B-ORG
de, SP I, I-ORG
Extremadura, NC I-ORG, I-ORG
0, Fp , O
,,
(, Fpa , O
ME2035, Z O, O
), Fpt , O
0, Fp , O
,,
SINIESTRALIDAD, NC O, O
LABORAL, AQ O, O
SUBIDA, NC O, O
9-7%, Z O, O
PRIMER, AO O, O
CUATRIMESTRE, NC O, O
AUNQUE, CS O, O
ABRIL, NC O, O
ROMPE, VMI O, O
TENDENCIA, NC O, O
ALZA, VMI O, O
Merida, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
indice, NC O, O
se, P0 O, O
siniestralidad, NC O, O
laboral, AQ O, O
de, SP O, O
Extremadura, NC B-LOC, B-LOC
se, P0 O, O
incremento, VMI O, O
el, DA O, O
primer, AO O, O
cuatrimestre, NC O, O
del, SP O, O
a�o, NC O, O
el, DA O, O
9-7, Z O, O
por, SP O, O
ciento, DN O, O
respecto, NC O, O
al, SP O, O
mismo, DI O, O
lapso, NC O, O
de, SP O, O
1999, Z O, O
aunque, CS O, O
el, DA O, O
pasado, AQ O, O
mes, NC O, O
de, SP O, O
abril, NC O, O
se, P0 O, O
redujo, VMI O, O
en, SP O, O
un, DI O, O
5-4, Z O, O
por, SP O, O
ciento, PN O, O
en, SP O, O
relacion, NC O, O
al, SP O, O
mismo, DI O, O
mes, NC O, O
del, SP O, O
a�o, NC O, O
pasado, AQ O, O
-, Fc , O
lo, DA O, O
que, PR O, O
supone, VMI O, O
-, Fe , O
la, DA O, O
quiebra, NC O, O
de, SP O, O
la, DA O, O
tendencia, NC O, O
alcista, AQ O, O
por, SP O, O
primera, AO O, O
vez, NC O, O
en, SP O, O
muchos, DI O, O
meses, NC O, O
-, Fe , O
0, Fp , O
,,
(, Fpa , O
ME2019, Z O, O
), Fpt , O
0, Fp , O
,,
PSOE, VMI B-O, B-ORG
-, Fg , O
CONGRESO, NC B-ORG, B-ORG
MATILDE, AQ B-PER, B-PER
FERNANDEZ, NC I-PER, I-PER
PRESENTARA, VMS O, O
CANDIDATURA, NC O, O
ARROPADA, AQ O, O
IBARRA, NC B-PER, B-PER
Y, CC , O
GUERRA, NC B-PER, B-PER
Madrid, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
ex, NC O, O
ministra, VMM O, O
de, SP O, O
Asuntos, NC B-MISC, B-MISC
Sociales, AQ I-MISC, I-MISC
Matilde, NC B-PER, B-PER
Fernandez, AQ I-PER, I-PER
presentara, VMI O, O
el, DA O, O
proximo, AQ O, O
sabado, NC O, O
su, DP O, O
candidatura, NC O, O
a, SP , O
la, DA O, O
secretaria, NC O, O
general, AQ O, O
del, SP O, O
PSOE, NC B-O, B-ORG
en, SP O, O
un, DI O, O
acto, NC O, O
publico, AQ O, O
en, SP O, O
Madrid, NC B-LOC, B-LOC
al, SP O, O
que, PR O, O
asistiran, VMI O, O
el, DA O, O
secretario, NC O, O
general, AQ O, O
de, SP O, O
los, DA O, O
socialistas, NC O, O
extreme�os, AQ O, O
-, Fc , O
Juan, NC B-P, B-PER
Carlos, AQ I-PER, I-PER
Rodriguez, NC I-PER, I-PER
Ibarra, AQ I-PER, I-PER
-, Fc , O
y, CC , O
el, DA O, O
ex, NC O, O
vicesecretario, NC O, O
general, AQ O, O
Alfonso, AQ B-PER, B-PER
Guerra, NC I-PER, I-PER
0, Fp , O
,,
(, Fpa , O
ME2030, Z O, O
), Fpt , O
0, Fp , O
,,
COAG, NP B-O, B-ORG
CONSIDERA, VMI O, O
AL, SP O, O
PP, NC B, B-ORG
-, Fe , O
INTERLOCUTOR, NC O, O
IMPRESCINDIBLE, AQ O, O
-, Fe , O
DE, SP O, O
LA, DA O, O
REGION, NC O, O
Merida, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
secretario, NC O, O
general, AQ O, O
de, SP O, O
COAG-Extremadura, NC B-ORG, B-ORG
-, Fc , O
Luis, NC B-P, B-PER
Cortes, AQ I-PER, I-PER
-, Fc , O
aseguro, VMI O, O
hoy, RG O, O
que, CS O, O
su, DP O, O
organizacion, NC O, O
considera, VMI O, O
al, SP O, O
PP, NC B, B-ORG
como, CS O, O
-, Fe , O
un, DI O, O
interlocutor, NC O, O
imprescindible, AQ O, O
-, Fe , O
de, SP O, O
la, DA O, O
region, NC O, O
en, SP O, O
materia, NC O, O
agraria, AQ O, O
-, Fc , O
dado, VMP O, O
su, DP O, O
caracter, NC O, O
de, SP O, O
Gobierno, NC B-ORG, B-ORG
en, SP O, O
Espa�a, NC B-LOC, B-LOC
y, CC , O
de, SP O, O
primer, AO O, O
partido, NC O, O
de, SP O, O
la, DA O, O
oposicion, NC O, O
en, SP O, O
Extremadura, NC B-LOC, B-LOC
0, Fp , O
,,
(, Fpa , O
ME2021, Z O, O
), Fpt , O
0, Fp , O
,,
0'7%, Z O, O
FEMPEX, NC B-ORG, B-ORG
APELA, VMI O, O
AYUNTAMIENTOS, NC O, O
CONSTITUIR, VMN O, O
-, Fe , O
BOLSA, NC O, O
COMUN, AQ O, O
-, Fe , O
APORTACIONES, NC O, O
Merida, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
Federacion, NC B-ORG, B-ORG
de, SP I, I-ORG
Municipios., VMN I-ORG, I-ORG
Provincias, NC I-ORG, I-ORG
de, SP I, I-ORG
Extremadura, NC I-ORG, I-ORG
(, Fpa , O
FEMPEX, NP B-ORG, B-ORG
), Fpt , O
ha, VAI O, O
apelado, VMP O, O
a, SP , O
los, DA O, O
ayuntamientos, NC O, O
de, SP O, O
la, DA O, O
Comunidad, NC B-ORG, B-ORG
Autonoma, AQ I-ORG, I-ORG
para, SP O, O
-, Fe , O
crear, VMN O, O
una, DI O, O
bolsa, NC O, O
comun, AQ O, O
-, Fe , O
que, PR O, O
canalice, VMS O, O
conjuntamente, RG O, O
sus, DP O, O
aportaciones, NC O, O
con, SP O, O
cargo, NC O, O
al, SP O, O
0'7, Z O, O
por, SP O, O
ciento, DN O, O
destinadas, VMP O, O
a, SP , O
la, DA O, O
cooperacion, NC O, O
internacional, AQ O, O
0, Fp , O
,,
(, Fpa , O
ME2033, Z O, O
), Fpt , O
0, Fp , O
,,
PP, NP B, B-ORG
ABRE, VMI O, O
OFICINA, NC O, O
PARLAMENTARIA, AQ O, O
PARA, SP O, O
ATENDER, VMN O, O
PROBLEMAS, NC O, O
CIUDADANOS, AQ O, O
Caceres, NC B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
PP, NC B, B-ORG
de, SP O, O
la, DA O, O
provincia, NC O, O
de, SP O, O
Caceres, NC B-LOC, B-LOC
ha, VAI O, O
abierto, VMP O, O
una, DI O, O
Oficina, NC B-ORG, B-ORG
Parlamentaria, AQ I-ORG, I-ORG
en, SP O, O
la, DA O, O
que, CS O, O
senadores, NC O, O
y, CC , O
diputados, NC O, O
de, SP O, O
las, DA O, O
Cortes, NC B-ORG, B-ORG
atenderan, VMI O, O
los, DA O, O
problemas, NC O, O
de, SP O, O
los, DA O, O
ciudadanos, NC O, O
-, Fc , O
informo, VMI O, O
hoy, RG O, O
el, DA O, O
senador, NC O, O
y, CC , O
presidente, NC O, O
provincial, AQ O, O
-, Fc , O
Angel, NC B-PE, B-PER
Carlos, AQ I-PER, I-PER
Bernaldez, NC I-PER, I-PER
0, Fp , O
,,
(, Fpa , O
ME2056, Z O, O
), Fpt , O
DEBATE, VMI O, O
PENINSULAR, AQ O, O
CARRILLO, NC B-PER, B-PER
RESALTA, VMI O, O
INFLUENCIA, VMM O, O
DE, SP O, O
REVOLUCION, AQ B-MISC, B-MISC
CLAVELES, NC I-MISC, I-MISC
EN, SP O, O
TRANSICION, VMN O, O
Caceres, NC B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
revolucion, NC O, O
portuguesa, AQ O, O
del, SP O, O
25, Z O, O
de, SP O, O
abril, NC O, O
de, SP O, O
1974, Z O, O
tuvo, VMI O, O
unos, DI O, O
efectos, NC O, O
directos, AQ O, O
en, SP O, O
el, DA O, O
cambio, NC O, O
politico, AQ O, O
espa�ol, NC O, O
hacia, SP O, O
la, DA O, O
democracia, NC O, O
y, CC , O
ejercio, VMI O, O
una, DI O, O
importante, AQ O, O
influencia, NC O, O
en, SP O, O
la, DA O, O
descomposicion, NC O, O
de, SP O, O
los, DA O, O
organos, NC O, O
de, SP O, O
poder, NC O, O
franquistas, AQ O, O
-, Fc , O
segun, SP O, O
resalto, VMI O, O
hoy, RG O, O
en, SP O, O
Caceres, NC B-LOC, B-LOC
el, DA O, O
ex, NC O, O
secretario, AQ O, O
general, AQ O, O
del, SP O, O
PCE, NC B-, B-ORG
Santiago, AQ B-PER, B-PER
Carrillo, NC I-PER, I-PER
0, Fp , O
,,
(, Fpa , O
ME2072, Z O, O
), Fpt , O
EDUCACION, VMI O, O
-, Fg , O
SELECTIVIDAD, NC O, O
LOS, DA O, O
ALUMNOS, NC O, O
EXTREME�OS, AQ O, O
SE, P0 O, O
EXAMINARAN, VMS O, O
LOS, DA O, O
DIAS, NC O, O
19-, Z O, O
20, Z O, O
21, Z O, O
DE, SP O, O
JUNIO, NC O, O
Madrid, AQ B-LOC, B-LOC
/, Fh , O
Merida, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Los, DA O, O
alumnos, NC O, O
extreme�os, AQ O, O
efectuaran, VMI O, O
los, DA O, O
examenes, NC O, O
de, SP O, O
selectividad, NC O, O
los, DA O, O
dias, NC O, O
19-, Z O, O
20, Z O, O
21, Z O, O
de, SP O, O
junio, NC O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
las, DA O, O
convocatorias, NC O, O
de, SP O, O
septiembre, NC O, O
han, VAI O, O
quedado, VMP O, O
fijadas, AQ O, O
para, SP O, O
los, DA O, O
dias, NC O, O
18-, Z O, O
19, Z O, O
20, Z O, O
0, Fp , O
,,
(, Fpa , O
ME2027, Z O, O
), Fpt , O
0, Fp , O
,,
EL, DA O, O
PARTIDO, NC O, O
MERIDA, AQ B-ORG, B-ORG
-, Fg , O
EXTREMADURA, VMI B-ORG, B-ORG
-, Fc , O
DECLARADO, VMP O, O
DE, SP O, O
ALTO, AQ O, O
RIESGO, NC O, O
Madrid, AQ B-LOC, B-LOC
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
Comision, NC B-ORG, B-ORG
Nacional, AQ I-ORG, I-ORG
contra, SP I-ORG, I-ORG
la, DA I, I-ORG
Violencia, NC I-ORG, I-ORG
en, SP I, I-ORG
los, DA I-, I-ORG
Espectaculos, NC I-ORG, I-ORG
Deportivos, AQ I-ORG, I-ORG
decidio, VMI O, O
hoy, RG O, O
declarar, VMN O, O
de, SP O, O
alto, AQ O, O
riesgo, NC O, O
el, DA O, O
partido, NC O, O
de, SP O, O
Merida, NC B-ORG, B-ORG
-, Fg , O
Extremadura, NC B-ORG, B-ORG
-, Fc , O
de, SP O, O
la, DA O, O
cuadragesima, AO O, O
primera, AO O, O
jornada, NC O, O
de, SP O, O
Liga, NC B-M, B-MISC
en, SP I, I-MISC
Segunda, AO I-MISC, I-MISC
Division, NC I-MISC, I-MISC
-, Fc , O
que, PR O, O
se, P0 O, O
disputara, VMI O, O
el, DA O, O
proximo, AQ O, O
domingo, NC O, O
0, Fp , O
,,
(, Fpa , O
ME2048, Z O, O
), Fpt , O
0, Fp , O
,,
HUNDIMIENTO, NC O, O
Mollet, AQ B-LOC, B-LOC
del, SP I-, I-LOC
Valles, NC I-LOC, I-LOC
(, Fpa , O
Barcelona, NP B-LOC, B-LOC
), Fpt , O
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
ayuntamiento, NC O, O
de, SP O, O
Mollet, NC B-LOC, B-LOC
del, SP I-, I-LOC
Valles, NC I-LOC, I-LOC
solicitara, VMI O, O
una, DI O, O
orden, NC O, O
judicial, AQ O, O
para, SP O, O
poder, VMN O, O
llevar, VMN O, O
a, SP , O
cabo, NC O, O
los, DA O, O
trabajos, NC O, O
de, SP O, O
apuntalamiento, NC O, O
de, SP O, O
un, DI O, O
edificio, NC O, O
-, Fc , O
cuya, PR O, O
estructura, NC O, O
se, P0 O, O
encuentra, VMI O, O
en, SP O, O
mal, RG O, O
estado, NC O, O
-, Fc , O
despues, RG O, O
de, SP O, O
que, CS O, O
la, DA O, O
veintena, NC O, O
de, SP O, O
familias, NC O, O
que, PR O, O
vive, VMI O, O
en, SP O, O
el, DA O, O
bloque, NC O, O
desatendiera, VMS O, O
el, DA O, O
requerimiento, NC O, O
municipal, AQ O, O
0, Fp , O
,,
Contiguo, AQ O, O
a, SP , O
este, DD O, O
edificio, NC O, O
-, Fc , O
situado, AQ O, O
en, SP O, O
el, DA O, O
numero, NC O, O
3, Z , O
de, SP O, O
la, DA O, O
calle, NC B-LO, B-LOC
Ramon, NC I-LO, I-LOC
Casas, NC I-LO, I-LOC
de, SP O, O
Mollet, NC B-LOC, B-LOC
del, SP I-, I-LOC
Valles, NC I-LOC, I-LOC
-, Fc , O
se, P0 O, O
encuentra, VMI O, O
otro, DI O, O
bloque, NC O, O
-, Fc , O
tambien, RG O, O
con, SP O, O
riesgo, NC O, O
de, SP O, O
hundimiento, NC O, O
-, Fc , O
que, PR O, O
el, DA O, O
consistorio, NC O, O
ha, VAI O, O
empezado, VMP O, O
a, SP , O
apuntalar, VMN O, O
-, Fc , O
ya, RG O, O
que, CS O, O
cuenta, VMI O, O
con, SP O, O
el, DA O, O
consentimiento, NC O, O
de, SP O, O
los, DA O, O
vecinos, NC O, O
0, Fp , O
,,
Unos, DI O, O
estudios, NC O, O
encargados, AQ O, O
por, SP O, O
el, DA O, O
ayuntamiento, NC O, O
de, SP O, O
Mollet, NC B-LOC, B-LOC
del, SP I-, I-LOC
Valles, NC I-LOC, I-LOC
determinan, VMI O, O
que, CS O, O
ambos, DN O, O
edificios, NC O, O
-, Fc , O
construidos, AQ O, O
hace, VMI O, O
mas, RG O, O
de, SP O, O
30, Z O, O
a�os, NC O, O
-, Fc , O
sufren, VMI O, O
una, DI O, O
patologia, NC O, O
a, SP , O
causa, NC O, O
de, SP O, O
un, DI O, O
agotamiento, NC O, O
de, SP O, O
su, DP O, O
estructura, NC O, O
y, CC , O
las, DA O, O
paredes, NC O, O
no, RN O, O
tienen, VMI O, O
la, DA O, O
resistencia, NC O, O
necesaria, AQ O, O
para, SP O, O
soportar, VMN O, O
las, DA O, O
cargas, NC O, O
con, SP O, O
suficientes, AQ O, O
garantias, NC O, O
0, Fp , O
,,
Este, DD O, O
hecho, NC O, O
ha, VAI O, O
provocado, VMP O, O
que, PR O, O
el, DA O, O
consistorio, NC O, O
obligue, VMS O, O
a, SP , O
las, DA O, O
dos, DN O, O
comunidades, NC O, O
de, SP O, O
propietarios, NC O, O
a, SP , O
realizar, VMN O, O
las, DA O, O
obras, NC O, O
de, SP O, O
apuntalamiento, NC O, O
y, CC , O
la, DA O, O
consiguiente, AQ O, O
reparacion, NC O, O
del, SP O, O
edificio, NC O, O
para, SP O, O
evitar, VMN O, O
el, DA O, O
riesgo, NC O, O
de, SP O, O
hundimiento, NC O, O
0, Fp , O
,,
Los, DA O, O
vecinos, NC O, O
del, SP O, O
bloque, NC O, O
del, SP O, O
numero, NC O, O
3, Z , O
se, P0 O, O
han, VAI O, O
negado, VMP O, O
a, SP , O
que, CS O, O
el, DA O, O
consistorio, NC O, O
apuntale, VMI O, O
el, DA O, O
edificio, NC O, O
-, Fc , O
ya, RG O, O
que, CS O, O
un, DI O, O
contra, SP O, O
informe, NC O, O
independiente, AQ O, O
que, PR O, O
han, VAI O, O
encargado, VMP O, O
determina, VMM O, O
que, CS O, O
la, DA O, O
estructura, NC O, O
de, SP O, O
su, DP O, O
inmueble, NC O, O
no, RN O, O
esta, VMI O, O
afectada, AQ O, O
por, SP O, O
ninguna, DI O, O
patologia, NC O, O
grave, AQ O, O
que, PR O, O
obligue, VMS O, O
a, SP , O
repararla, VMN O, O
0, Fp , O
,,
Los, DA O, O
vecinos, NC O, O
de, SP O, O
esta, DD O, O
comunidad, NC O, O
han, VAI O, O
colgado, VMP O, O
pancartas, NC O, O
en, SP O, O
los, DA O, O
balcones, NC O, O
en, SP O, O
contra, I O, O
del, SP O, O
apuntalamiento, NC O, O
y, CC , O
han, VAI O, O
presentado, VMP O, O
un, DI O, O
contencioso, AQ O, O
contra, SP O, O
el, DA O, O
requerimiento, NC O, O
municipal, AQ O, O
0, Fp , O
,,
Fuentes, NC O, O
municipales, AQ O, O
han, VAI O, O
se�alado, VMP O, O
hoy, RG O, O
a, SP , O
EFE, NC B-, B-ORG
que, PR O, O
el, DA O, O
ayuntamiento, NC O, O
-, Fc , O
ante, SP O, O
la, DA O, O
negativa, NC O, O
de, SP O, O
los, DA O, O
vecinos, NC O, O
-, Fc , O
solicitara, VMI O, O
durante, SP O, O
los, DA O, O
proximos, AQ O, O
dias, NC O, O
una, DI O, O
orden, NC O, O
judicial, AQ O, O
para, SP O, O
poder, VMN O, O
llevar, VMN O, O
a, SP , O
cabo, NC O, O
el, DA O, O
apuntalamiento, NC O, O
si, CS O, O
-, Fe , O
las, DA O, O
autoridades, NC O, O
judiciales, AQ O, O
lo, PP O, O
estiman, VMI O, O
oportuno, AQ O, O
-, Fe , O
0, Fp , O
,,
La, DA O, O
veintena, NC O, O
de, SP O, O
vecinos, NC O, O
que, PR O, O
viven, VMI O, O
en, SP O, O
el, DA O, O
bloque, NC O, O
numero, NC O, O
1, Z , O
tuvieron, VMI O, O
que, CS O, O
ser, VSN O, O
desalojados, VMP O, O
el, DA O, O
pasado, AQ O, O
mes, NC O, O
de, SP O, O
diciembre, NC O, O
tras, SP O, O
la, DA O, O
aparicion, NC O, O
de, SP O, O
una, DI O, O
fisura, NC O, O
en, SP O, O
una, DI O, O
